JYDZ,Waveform,,,DSO112A,JYE Tech Ltd.
14,25,25
ChnNum,RecLen,ChnCfg,SampleRate,Resolution,Timebase,HPos,TrigMode,TrigSlope,TrigLvl,TrigSrc,TrigPos,TrigSen,TBcopy
00001,00512,,25000,00008,00021,00101,00000,00000,65535,,00002,,00021
00009
00000
00000
65517
8000.00
00009
00147




--------------------------------------------------------------------------------------------------------
00179
00178
00179
00179
00179
00179
00179
00133
00130
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00128
00177
00178
00179
00178
00179
00179
00179
00179
00179
00179
00180
00179
00133
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00179
00178
00179
00178
00179
00179
00179
00179
00179
00179
00179
00133
00130
00129
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00177
00178
00179
00178
00179
00179
00179
00179
00180
00179
00179
00179
00133
00130
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00179
00178
00179
00179
00179
00179
00179
00179
00180
00179
00179
00133
00130
00129
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00177
00178
00179
00178
00179
00179
00179
00179
00179
00179
00180
00179
00133
00130
00129
00129
00129
00128
00129
00128
00129
00128
00129
00129
00129
00176
00178
00178
00179
00179
00179
00178
00179
00179
00179
00179
00179
00133
00130
00129
00129
00129
00129
00129
00129
00129
00129
00128
00129
00128
00177
00178
00179
00178
00179
00178
00179
00179
00179
00179
00179
00179
00133
00130
00129
00128
00129
00129
00129
00129
00128
00128
00129
00128
00128
00176
00179
00178
00179
00178
00179
00179
00179
00179
00179
00179
00179
00132
00130
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00128
00177
00178
00179
00178
00179
00178
00179
00179
00179
00179
00179
00179
00133
00129
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00178
00178
00179
00178
00179
00178
00179
00179
00179
00178
00179
00133
00130
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00128
00177
00178
00179
00178
00179
00178
00179
00179
00179
00179
00179
00178
00133
00130
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00178
00178
00179
00178
00179
00179
00179
00179
00179
00179
00179
00132
00130
00129
00129
00128
00129
00128
00129
00128
00128
00128
00128
00128
00177
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00179
00133
00129
00129
00128
00129
00128
00129
00128
00129
00128
00128
00128
00129
00176
00178
00178
00179
00178
00179
00178
00179
00178
00179
00179
00179
00132
00130
00129
00129
00128
00129
00128
00129
00128
00128
00128
00129
00128
00177
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00178
00133
00130
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00178
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00133
00130
00129
00129
00128
00129
00128
00129
00128
00129
00128
00128
00128
00177
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00179
00133
00129
00129
00128
00129
00128
00129
00128
00129
00128
00128
00128
00128
00176
00178
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00132
00130
00129
00129
00128
00129
00128
00129
00128
00129
00128
00128
00128
00177
00178
00179
00178
00179
00178
00179
00178
00179
00178
00179
00178
00133
00130
00129
00129
00129
00128
00129
00128
00129
00128
00129
00128
00129
00176
00178
00178
00179
00178
00179
00178
00179
00179
00179
00179
00179
00132
00130
00129
00129
00128
